Champion,Skill,Skill Name,Primary Damage Stat,Base,ATK or DEF Buff,Book,Mastery,Total,Damage Bonus from Books,DamageGrade,Target
Skull Lord Var-Gall,A1,Gleeful Ripping,DEF,5050,1.6,1.15,1.00,9292,15,Average,Single Target
Arbiter,A1,Gaze of Justice,ATK,5630,1.5,1.1,1.00,9290,10,Average,Single Target
Wuji,A4,Skill 71505 name,ATK,5623,1.5,1.1,1.00,9278,10,Weak,AoE Enemy
Venus,A2,Blind With Infatuation,ATK,5889,1.5,1.05,1.00,9275,5,Weak,AoE Enemy
Valkyrie,A1,Denigration,ATK,4942,1.5,1.25,1.00,9266,25,Average,Single Target
Hardscale,A1,Ambush,ATK,5143,1.5,1.2,1.00,9257,20,Average,Single Target
Panthera,A1,Claws Upon Claws,ATK,4937,1.5,1.25,1.00,9257,25,Average,Single Target
Magister,A3,Censure,ATK,5364,1.5,1.15,1.00,9253,15,Weak,AoE Enemy
Vigilante,A1,Holy Blade,ATK,4930,1.5,1.25,1.00,9244,25,Average,Single Target
Flesh-Tearer,A3,Lay Low,ATK,5132,1.5,1.2,1.00,9238,20,Weak,AoE Enemy
Bloodmask,A3,Skull Fracture,HP,8032,1,1.15,1.00,9237,15,Weak,Single Target
Muckstalker,A2,Strangle,ATK,5116,1.5,1.2,1.00,9209,20,Weak,Single Target
Skellag,A2,Blizzard,ATK,4547,1.5,1.35,1.00,9208,35,Weak,AoE Enemy
Tyrant Ixlimor,A1,Feast of Flame,DEF,4780,1.6,1.2,1.00,9178,20,Average,Single Target
Adjudicator,A3,Penalize,ATK,5089,1.5,1.2,1.00,9160,20,Weak,Random Enemy
Wythir the Crowned,A1,Soul's Impalement,DEF,4769,1.6,1.2,1.00,9156,20,Average,AoE Enemy
King Gallcobar,A1,Tanglestaff,ATK,5081,1.5,1.2,1.00,9146,20,Average,Single Target
Lydia the Deathsiren,A1,Oppression,ATK,5081,1.5,1.2,1.00,9146,20,Average,Single Target
Lamibur,A2,Rain of Gore,ATK,5080,1.5,1.2,1.00,9144,20,Weak,AoE Enemy
Deacon Armstrong,A1,Mace of Contempt,ATK,5078,1.5,1.2,1.00,9140,20,Average,Single Target
Commander,A1,Holy Fire,ATK,4330,1.5,1.4,1.00,9093,40,Average,Single Target
Suzerain Katonn,A1,Temporal Nova,ATK,5048,1.5,1.2,1.00,9086,20,Average,AoE Enemy
Dolor Lorekeeper,A1,Banisher Axe,ATK,5266,1.5,1.15,1.00,9084,15,Average,Single Target
Ba Satha,A3,Staggering Heft,HP,7858,1,1.15,1.00,9037,15,Weak,AoE Enemy
Jingwon,A3,Power Flare,HP,9032,1,1,1.00,9032,0,Weak,AoE Enemy
Carlinia,A2,Penance,ATK,5470,1.5,1.1,1.00,9026,10,Weak,AoE Enemy
Mystic Hand,A2,Turn the Tide,ATK,4795,1.5,1.25,1.00,8991,25,Weak,Single Target
Tigersoul,A1,Scorpion Tips,ATK,4988,1.5,1.2,1.00,8978,20,Average,Single Target
Stalker,A1,Bloody Claws,ATK,4987,1.5,1.2,1.00,8977,20,Average,Single Target
Deathchanter,A1,Clobber,ATK,4601,1.5,1.3,1.00,8972,30,Average,Single Target
Hill Nomad,A1,Sandstorm Blade,ATK,4984,1.5,1.2,1.00,8971,20,Average,Single Target
Cardiel,A5,Skill 57601 name (CLONE),ATK,5977,1.5,1,1.00,8966,0,Weak,Single Target
Skartorsis,A1,Hand of Doom,ATK,5196,1.5,1.15,1.00,8963,15,Average,AoE Enemy
Avenger,A2,Lethal Vortex,ATK,4978,1.5,1.2,1.00,8960,20,Weak,Random Enemy
Furystoker,A1,Crush,ATK,4977,1.5,1.2,1.00,8959,20,Average,Single Target
Lydia the Deathsiren,A2,Siren's Wail,ATK,5419,1.5,1.1,1.00,8941,10,Weak,AoE Enemy
Quargan the Crowned,A1,Nature's Cycle,ATK,5419,1.5,1.1,1.00,8941,10,Average,Single Target
Totem,A3,Manglestorm,ATK,5181,1.5,1.15,1.00,8937,15,Weak,AoE Enemy
Chaagur,A4,Constant Agony [P],ATK,5946,1.5,1,1.00,8919,0,Weak,Single Target
Luthiea,A2,Ice Shot,ATK,4754,1.5,1.25,1.00,8914,25,Weak,Random Enemy
Bloodmask,A2,Foot Stomp,HP,7745,1,1.15,1.00,8907,15,Weak,Single Target
Jingwon,A1,Doom Exchange,HP,7419,1,1.2,1.00,8903,20,Average,Single Target
Golden Reaper,A2,Maelstrom,ATK,4942,1.5,1.2,1.00,8896,20,Weak,AoE Enemy
Achak the Wendarin,A1,Devour All Hope,ATK,4937,1.5,1.2,1.00,8887,20,Average,Single Target
Woad-Painted,A1,Crossup,HP,7404,1,1.2,1.00,8885,20,Average,Single Target
Bellower,A3,Bowl Over,ATK,5379,1.5,1.1,1.00,8875,10,Weak,AoE Enemy
Versulf the Grim,A1,Stern Admonishing,HP,7371,1,1.2,1.00,8845,20,Average,Single Target
Teela Goremane,A1,Hexdrinker Scimitar,HP,6783,1,1.3,1.00,8818,30,Average,Single Target
Jurojin,A1,Monk's Spade,HP,7664,1,1.15,1.00,8814,15,Average,Single Target
Stalwart,A1,Rattle,ATK,4698,1.5,1.25,1.00,8809,25,Average,Single Target
Diabolist,A2,Electric Storm,ATK,5329,1.5,1.1,1.00,8793,10,Weak,AoE Enemy
Bivald of the Thorn,A1,Thorn Maul,HP,7960,1,1.1,1.00,8756,10,Average,Single Target
Ursuga Warcaller,A1,Gigantic Cudgel,HP,7611,1,1.15,1.00,8753,15,Average,Single Target
Ursuga Warcaller,A2,Barrel Through,HP,7611,1,1.15,1.00,8753,15,Weak,AoE Enemy
Myciliac Priest Orn,A3,The Colony Expands,HP,7276,1,1.2,1.00,8731,20,Weak,AoE Enemy
Infernal Baroness,A1,Life Syphon,DEF,4362,1.6,1.25,1.00,8724,25,Average,AoE Enemy
Archmage Hellmut,A2,Timeslip,ATK,4839,1.5,1.2,1.00,8710,20,Strong,AoE Enemy
Urost the Soulcage,A1,Jagged Knuckles,HP,7556,1,1.15,1.00,8689,15,Average,Single Target
Satyr,A1,Deep Cut,ATK,4827,1.5,1.2,1.00,8689,20,Average,Single Target
Yoshi the Drunkard,A2,Flaming Spirits,ATK,4827,1.5,1.2,1.00,8689,20,Weak,Random Enemy
Seducer,A1,Lulling Touch,DEF,4522,1.6,1.2,1.00,8682,20,Average,Single Target
Crusher,A1,Scythe,ATK,5252,1.5,1.1,1.00,8666,10,Average,Single Target
Harvest Jack,A3,Lord of Terror,HP,7871,1,1.1,1.00,8658,10,Weak,AoE Enemy
Pyxniel,A1,Mistress of Glamours,ATK,4775,1.5,1.2,1.00,8595,20,Average,Single Target
Vildrax,A2,Duke of Flies,ATK,5729,1.5,1,1.00,8594,0,Weak,AoE Enemy
Godseeker Aniri,A2,Quest For Meaning,DEF,5360,1.6,1,1.00,8576,0,Weak,AoE Enemy
Raf-Matab,A1,Elderspear,HP,7142,1,1.2,1.00,8570,20,Average,Single Target
Spiritwalker,A1,Cripple,ATK,5159,1.5,1.1,1.00,8512,10,Average,Single Target
Klodd Beastfeeder,A1,New Stabby Hand,HP,7390,1,1.15,1.00,8499,15,Average,Single Target
Ifrit,A2,Withering Bolt,ATK,4698,1.5,1.2,1.00,8456,20,Weak,Single Target
Dhampir,A2,Bloody Feast,ATK,4692,1.5,1.2,1.00,8446,20,Weak,AoE Enemy
Geomancer,A1,Tremor Staff,ATK,4895,1.5,1.15,1.00,8444,15,Average,AoE Enemy
Defiled Sinner,A1,Murderer's Craft,ATK,4690,1.5,1.2,1.00,8442,20,Godlike,AoE Enemy
Haruspex,A1,Infected Liver,ATK,4677,1.5,1.2,1.00,8419,20,Average,Single Target
Kallia,A3,Flame Tempest,ATK,4676,1.5,1.2,1.00,8417,20,Weak,Random Enemy
Lord Champfort,A2,Earthshaker,HP,7275,1,1.15,1.00,8366,15,Weak,AoE Enemy
Gwynneth,A1,Infiltrator,ATK,4290,1.5,1.3,1.00,8366,30,Average,AoE Enemy
Preacher,A1,Holy Blow,ATK,4449,1.5,1.25,1.00,8342,25,Average,Single Target
Prince Kymar,A1,Phantom Fire,ATK,4608,1.5,1.2,1.00,8294,20,Average,AoE Enemy
Windtalker,A1,Thunder,ATK,4606,1.5,1.2,1.00,8291,20,Average,Single Target
Coffin Smasher,A2,Tombfire,HP,6632,1,1.25,1.00,8290,25,Weak,Single Target
Sister Militant,A1,Wide Swing,ATK,4596,1.5,1.2,1.00,8273,20,Average,AoE Enemy
Magnarr,A1,Superheated Hammer,HP,6886,1,1.2,1.00,8263,20,Average,Single Target
Royal Guard,A2,Takedown,ATK,4587,1.5,1.2,1.00,8257,20,Godlike,AoE Enemy
Crohnam,A2,Berserker's Delight,ATK,4764,1.5,1.15,1.00,8218,15,Weak,Random Enemy
Vilespawn,A1,Hellblight,ATK,4563,1.5,1.2,1.00,8213,20,Average,Single Target
Duedan the Runic,A2,Protector Effigy,HP,6834,1,1.2,1.00,8201,20,Weak,AoE Enemy
Souldrinker,A2,Raining Fire,ATK,4554,1.5,1.2,1.00,8197,20,Weak,Random Enemy
Miscreated Monster,A2,Lightning Storm,HP,6818,1,1.2,1.00,8182,20,Weak,AoE Enemy
Teela Goremane,A3,Life Worm,HP,6783,1,1.2,1.00,8140,20,Weak,AoE Enemy
Guurda Bogbrew,A1,Brew Mama,ATK,4693,1.5,1.15,1.00,8095,15,Average,Single Target
White Dryad Nia,A1,Strangling Plants,DEF,4571,1.6,1.1,1.00,8045,10,Average,AoE Enemy
Fortress Goon,A2,Devastating Wounds,DEF,4020,1.6,1.25,1.00,8040,25,Weak,AoE Enemy
Carlinia,A1,Perdition,ATK,4862,1.5,1.1,1.00,8022,10,Average,Single Target
Pain Keeper,A2,Spectacular Sweep,DEF,4160,1.6,1.2,1.00,7987,20,Weak,AoE Enemy
Pestilus,A1,Blood Call,ATK,4626,1.5,1.15,1.00,7980,15,Average,Random Enemy
Mighty Ukko,A1,Ukko Smash,ATK,4432,1.5,1.2,1.00,7978,20,Average,AoE Enemy
Ninja,A2,Hailburn,ATK,4613,1.5,1.15,1.00,7957,15,Weak,Random Enemy
Hellhound,A1,Paralyzing Bite,ATK,4078,1.5,1.3,1.00,7952,30,Average,Single Target
Banshee,A3,Death Ray,ATK,4067,1.5,1.3,1.00,7931,30,Weak,Random Enemy
Lord Champfort,A1,Annihilation,HP,6326,1,1.25,1.00,7908,25,Weak,Single Target
Holsring,A3,Witchfinder,ATK,5247,1.5,1,1.00,7871,0,Weak,Random Enemy
Medicus,A2,Restraints,ATK,4762,1.5,1.1,1.00,7857,10,Weak,AoE Enemy
Armiger,A2,Lay to Rest,DEF,4091,1.6,1.2,1.00,7855,20,Godlike,Single Target
Drokgul the Gaunt,A1,Bonebreak Boulder,HP,6493,1,1.2,1.00,7792,20,Weak,Single Target
Jarang,A3,Talons,ATK,4720,1.5,1.1,1.00,7788,10,Weak,Random Enemy
Suntribe,A1,Inscribed Axes,ATK,4326,1.5,1.2,1.00,7787,20,Weak,Single Target
Banshee,A2,Cursed Touch,ATK,4502,1.5,1.15,1.00,7766,15,Weak,AoE Enemy
Thea the Tomb Angel,A1,Befoulment,ATK,4704,1.5,1.1,1.00,7762,10,Weak,Random Enemy
Grumbler,A2,No Coming Back,HP,6197,1,1.25,1.00,7746,25,Weak,Single Target
Nari the Lucky,A1,Wee Filcher,DEF,4399,1.6,1.1,1.00,7742,10,Weak,Single Target
Gronjarr,A3,Fires of Auld,HP,6451,1,1.2,1.00,7741,20,Weak,AoE Enemy
Deliana,A1,Heart Stealer,HP,6449,1,1.2,1.00,7739,20,Weak,AoE Enemy
Hoforees the Tusked,A1,Burly Bash,HP,7035,1,1.1,1.00,7739,10,Weak,Single Target
Baroth the Bloodsoaked,A1,Gilded Weapons,HP,7034,1,1.1,1.00,7737,10,Weak,Single Target
Vildrax,A3,Swarm of Horrors,ATK,5156,1.5,1,1.00,7734,0,Weak,AoE Enemy
Hakkorhn Smashlord,A1,Inhuman Force,HP,6702,1,1.15,1.00,7707,15,Weak,Single Target
Knecht,A1,Stab,DEF,4010,1.6,1.2,1.00,7699,20,Weak,Single Target
Warboy,A1,Plunder,DEF,4010,1.6,1.2,1.00,7699,20,Weak,Single Target
Truath,A1,Staff of Liferip,HP,6409,1,1.2,1.00,7691,20,Weak,Single Target
Gory,A2,Frost Jutsu,ATK,4661,1.5,1.1,1.00,7691,10,Weak,Random Enemy
Sachi,A1,Sickle Sweep,ATK,4661,1.5,1.1,1.00,7691,10,Weak,AoE Enemy
Anchorite,A1,Warm Embrace,ATK,4454,1.5,1.15,1.00,7683,15,Weak,AoE Enemy
Ba Satha,A1,Death Roll,HP,6985,1,1.1,1.00,7684,10,Weak,Single Target
Battlesage,A1,Lightning Slash,ATK,4067,1.5,1.25,1.00,7626,25,Weak,AoE Enemy
Golden Reaper,A1,Harvest of Blood,ATK,4613,1.5,1.1,1.00,7611,10,Weak,Single Target
Bogwalker,A2,Combo Attack,DEF,3650,1.6,1.3,1.00,7592,30,Weak,AoE Enemy
Lemure,A2,Dark Burst,ATK,4391,1.5,1.15,1.00,7574,15,Weak,Single Target
Krisk the Ageless,A1,Enter the Morass,DEF,4273,1.6,1.1,1.00,7520,10,Weak,AoE Enemy
Duedan the Runic,A1,Lodestone Claw,HP,6265,1,1.2,1.00,7518,20,Weak,Single Target
Lodric Falconheart,A1,Strike of Dismay,HP,6261,1,1.2,1.00,7513,20,Weak,Single Target
Warchanter,A2,Frenzy,HP,6261,1,1.2,1.00,7513,20,Average,AoE Enemy
Stag Knight,A2,Huntmaster,ATK,4547,1.5,1.1,1.00,7503,10,Weak,AoE Enemy
Angar,A2,Infuriate,HP,6242,1,1.2,1.00,7490,20,Weak,AoE Enemy
Troglodyte,A1,Acid Blade,DEF,3890,1.6,1.2,1.00,7469,20,Weak,Single Target
Grohak the Bloodied,A1,Sap Swiftness,ATK,4325,1.5,1.15,1.00,7461,15,Weak,Random Enemy
Bergoth the Malformed,A1,Nightmare Juggernaut,HP,6200,1,1.2,1.00,7440,20,Weak,Single Target
Toragi the Frog,A2,Potent Stench,HP,6200,1,1.2,1.00,7440,20,Weak,AoE Enemy
Harvest Jack,A1,Harvest of Fear,HP,6747,1,1.1,1.00,7422,10,Weak,Single Target
Soulbond Bowyer,A1,Ancestral Guidance,ATK,3958,1.5,1.25,1.00,7421,25,Weak,AoE Enemy
Chonoru,A2,Reign of Fear,ATK,4301,1.5,1.15,1.00,7419,15,Weak,Random Enemy
Gronjarr,A1,Pyro Pummel,HP,6451,1,1.15,1.00,7419,15,Weak,Single Target
Sentinel,A1,Hook,ATK,4284,1.5,1.15,1.00,7390,15,Weak,Single Target
Towering Titan,A1,Shieldsplitter,HP,6702,1,1.1,1.00,7372,10,Weak,Single Target
Theurgist,A1,Ice Debris,ATK,4091,1.5,1.2,1.00,7364,20,Weak,Single Target
Hungerer,A1,Meat Masher,ATK,4090,1.5,1.2,1.00,7362,20,Weak,Single Target
Elhain,A2,Lightning Arrow,ATK,4082,1.5,1.2,1.00,7348,20,Strong,AoE Enemy
Reliquary Tender,A1,Warden Staff,ATK,3897,1.5,1.25,1.00,7307,25,Weak,Single Target
Pit Fighter,A1,True Strike,ATK,3889,1.5,1.25,1.00,7292,25,Weak,Single Target
Aothar,A2,Holy Flame,ATK,3735,1.5,1.3,1.00,7283,30,Weak,Random Enemy
Castigator,A1,Castigate,HP,6583,1,1.1,1.00,7241,10,Weak,Single Target
Rowan,A2,Scourge,ATK,4022,1.5,1.2,1.00,7240,20,Weak,Random Enemy
Warden,A3,Wall of Thorns,DEF,3758,1.6,1.2,1.00,7215,20,Weak,AoE Enemy
Harvest Jack,A2,Dreams to Ash,HP,5997,1,1.2,1.00,7196,20,Weak,AoE Enemy
Crimson Helm,A1,Sucker Punch,ATK,4349,1.5,1.1,1.00,7176,10,Weak,Single Target
Magekiller,A1,Harry,ATK,3981,1.5,1.2,1.00,7166,20,Weak,Single Target
Urogrim,A1,Skullstaff,ATK,3981,1.5,1.2,1.00,7166,20,Weak,Single Target
Bloodhorn,A1,Killer Crescent,ATK,4333,1.5,1.1,1.00,7149,10,Weak,Single Target
Miscreated Monster,A1,Meaty Fists,HP,6493,1,1.1,1.00,7142,10,Weak,Single Target
Exemplar,A2,Pincer Attack,ATK,4754,1.5,1,1.00,7131,0,Weak,Random Enemy
Marauder,A1,Kanabo Jutsu,HP,6200,1,1.15,1.00,7130,15,Weak,Single Target
Marauder,A2,Reckless Sweep,HP,6200,1,1.15,1.00,7130,15,Weak,AoE Enemy
Gnarlhorn,A1,Ram,ATK,3799,1.5,1.25,1.00,7123,25,Weak,Single Target
Swordsman,A1,Cut,ATK,4274,1.5,1.1,1.00,7052,10,Weak,Single Target
Doomscreech,A1,Scrabbling Claws,ATK,3899,1.5,1.2,1.00,7018,20,Weak,Single Target
Corpulent Cadaver,A1,Crushing Mass,HP,5609,1,1.25,1.00,7011,25,Weak,Single Target
Myciliac Priest Orn,A1,Spore Stick,HP,5820,1,1.2,1.00,6984,20,Weak,Single Target
Corpse Collector,A2,Hailfire,ATK,4223,1.5,1.1,1.00,6968,10,Weak,AoE Enemy
Elegaius,A3,Ghost Rage,HP,6326,1,1.1,1.00,6959,10,Weak,AoE Enemy
Soulless,A2,Wave of Despair,DEF,3620,1.6,1.2,1.00,6950,20,Weak,Random Enemy
Word Bearer,A1,Noble Authority,ATK,3704,1.5,1.25,1.00,6945,25,Weak,Single Target
Lurker,A1,Viral Arrow,ATK,3854,1.5,1.2,1.00,6937,20,Weak,Single Target
Teshada,A2,Maximum Carnage,DEF,3936,1.6,1.1,1.00,6927,10,Weak,Random Enemy
Runic Warder,A1,Twin Chops,HP,5528,1,1.25,1.00,6910,25,Weak,Single Target
Pain Keeper,A1,Unflagging Advance,DEF,3194,1.6,1.35,1.00,6899,35,Weak,Single Target
Dunestrider,A2,Nomad's Stride,ATK,3830,1.5,1.2,1.00,6894,20,Weak,Random Enemy
Bully,A1,Bullying,DEF,3308,1.6,1.3,1.00,6881,30,Weak,Single Target
Torturehelm,A1,Pillage,ATK,4162,1.5,1.1,1.00,6867,10,Weak,Single Target
Hospitaller,A2,Wave of Purification,ATK,3805,1.5,1.2,1.00,6849,20,Weak,AoE Enemy
Herald,A1,Doombolt,ATK,3965,1.5,1.15,1.00,6840,15,Weak,Single Target
Bergoth the Malformed,A2,Chemical Stench,HP,6200,1,1.1,1.00,6820,10,Weak,AoE Enemy
Toragi the Frog,A1,Swamp Club,HP,6200,1,1.1,1.00,6820,10,Weak,Single Target
Hero 4900 name,A1,Skill 49001 name,ATK,4119,1.5,1.1,1.00,6796,10,Weak,AoE Enemy
Line Infantry,A2,Rabble Rouser,DEF,3267,1.6,1.3,1.00,6795,30,Weak,Random Enemy
Novitiate,A1,Harrying Shot,ATK,3620,1.5,1.25,1.00,6788,25,Weak,Single Target
Spymaster,A2,Directed Sabotage,HP,5653,1,1.2,1.00,6784,20,Weak,AoE Enemy
Veteran,A3,Massacre,DEF,3533,1.6,1.2,1.00,6783,20,Weak,AoE Enemy
Mithrala Lifebane,A1,Libation of Pain,DEF,3852,1.6,1.1,1.00,6780,10,Weak,Random Enemy
Spider,A2,Calamity,ATK,3915,1.5,1.15,1.00,6753,15,Weak,AoE Enemy
Paragon,A3,Life Shackles,DEF,4211,1.6,1,1.00,6738,0,Weak,Random Enemy
Vogoth,A1,Horrendous Strength,HP,5848,1,1.15,1.00,6725,15,Weak,Single Target
Yeoman,A1,Volley,ATK,4065,1.5,1.1,1.00,6707,10,Weak,Single Target
Bellower,A1,Frazzle,ATK,3885,1.5,1.15,1.00,6702,15,Weak,AoE Enemy
Saurus,A1,Wind Cutter,ATK,3574,1.5,1.25,1.00,6701,25,Weak,AoE Enemy
Gamuran,A2,Thief of Blood,ATK,4441,1.5,1,1.00,6662,0,Weak,AoE Enemy
Richtoff the Bold,A1,Ruination,ATK,3661,1.5,1.2,1.00,6590,20,Weak,AoE Enemy
Fu-Shan,A3,Shred,ATK,3988,1.5,1.1,1.00,6580,10,Weak,Random Enemy
Nazana,A1,Dark Lance,ATK,3508,1.5,1.25,1.00,6578,25,Weak,AoE Enemy
Bandit,A1,Flaming Shot,ATK,3631,1.5,1.2,1.00,6536,20,Weak,Single Target
Spymaster,A1,Spymaster's Blade,HP,5653,1,1.15,1.00,6501,15,Weak,Single Target
Krakarth,A1,Magnificent Scepter,HP,5862,1,1.1,1.00,6448,10,Weak,Single Target
Tormin the Cold,A1,Rimefire,DEF,4022,1.6,1,1.00,6435,0,Weak,AoE Enemy
Pikeman,A1,Run Through,ATK,3291,1.5,1.3,1.00,6417,30,Weak,Single Target
Hegemon,A1,Grave's Grasp,ATK,3869,1.5,1.1,1.00,6384,10,Weak,Random Enemy
Skytouched Shaman,A1,Talon Knives,ATK,3134,1.5,1.35,1.00,6346,35,Weak,AoE Enemy
Executioner,A2,Tumult,ATK,3675,1.5,1.15,1.00,6339,15,Weak,AoE Enemy
Mother Cybele,A1,Mask of Dread,HP,5486,1,1.15,1.00,6309,15,Weak,AoE Enemy
Draconis,A1,Beneficence,HP,5713,1,1.1,1.00,6284,10,Weak,Single Target
Elegaius,A1,Spirits of Spite,HP,5693,1,1.1,1.00,6262,10,Weak,Single Target
Coffin Smasher,A1,Mallet Crescendo,HP,5427,1,1.15,1.00,6241,15,Weak,Single Target
Nekmo Thaar,A1,Steelmelt Acid,ATK,3191,1.5,1.3,1.00,6222,30,Weak,AoE Enemy
Line Infantry,A1,Spear Goad,DEF,3381,1.6,1.15,1.00,6221,15,Weak,Single Target
Vrask,A2,Lightning Strike,HP,4964,1,1.25,1.00,6205,25,Weak,Single Target
Lady Kimi,A1,Lady's Touch,ATK,3753,1.5,1.1,1.00,6192,10,Strong,Single Target
Lady Kimi,A1,Lady's Touch,ATK,3753,1.5,1.1,1.00,6192,10,Strong,Single Target
Sorceress,A3,Vine Trap,ATK,3747,1.5,1.1,1.00,6183,10,Weak,Random Enemy
Missionary,A1,Crashing Halberd,HP,5611,1,1.1,1.00,6172,10,Weak,Single Target
Mystic Hand,A1,Tainted Blade,ATK,3565,1.5,1.15,1.00,6150,15,Weak,Single Target
Vogoth,A2,Wave of Revulsion,HP,5570,1,1.1,1.00,6127,10,Weak,AoE Enemy
Dracomorph,A2,Poison Jaws,ATK,3018,1.5,1.35,1.00,6111,35,Weak,Random Enemy
Skellag,A1,Thrust,ATK,3669,1.5,1.1,1.00,6054,10,Weak,Single Target
Ranger,A2,Multi-Shot,ATK,3357,1.5,1.2,1.00,6043,20,Weak,AoE Enemy
Warchanter,A1,Head Wound,HP,5486,1,1.1,1.00,6035,10,Weak,Single Target
Fellhound,A1,Ravage,DEF,3410,1.6,1.1,1.00,6002,10,Weak,AoE Enemy
Bloodmask,A1,Bone Crunch,HP,5450,1,1.1,1.00,5995,10,Weak,Single Target
Zephyr Sniper,A1,Suppressive Fire,DEF,3395,1.6,1.1,1.00,5975,10,Weak,AoE Enemy
Jotun,A1,Brute Strength,HP,5391,1,1.1,1.00,5930,10,Weak,Single Target
Psylar,A1,Surge,ATK,3267,1.5,1.2,1.00,5881,20,Weak,AoE Enemy
Foli,A2,Biodisruptor,ATK,3391,1.5,1.15,1.00,5849,15,Weak,Random Enemy
Basher,A3,Cause Fear,ATK,3486,1.5,1.1,1.00,5752,10,Weak,Random Enemy
Abyssal,A1,Void Gaze,ATK,3481,1.5,1.1,1.00,5744,10,Weak,AoE Enemy
Pyxniel,A3,Icicle Barrage,ATK,3183,1.5,1.2,1.00,5729,20,Weak,Random Enemy
Lua,A1,Splinter Arrow,ATK,3157,1.5,1.2,1.00,5683,20,Godlike,AoE Enemy
Arbiter,A2,Enforced Humility,ATK,3440,1.5,1.1,1.00,5676,10,Weak,AoE Enemy
Royal Guard,A3,Hamstring,ATK,3440,1.5,1.1,1.00,5676,10,Weak,Random Enemy
Snorting Thug,A1,Wanton Mugging,HP,4723,1,1.2,1.00,5668,20,Weak,Single Target
Rockbeast,A1,Club,ATK,3245,1.5,1.15,1.00,5598,15,Weak,Single Target
Muckstalker,A1,Pounce,ATK,3070,1.5,1.2,1.00,5526,20,Weak,Single Target
Banshee,A1,Grave Chill,ATK,3340,1.5,1.1,1.00,5511,10,Weak,AoE Enemy
Melga Steelgirdle,A1,Inspiring Violence,HP,4397,1,1.25,1.00,5496,25,Weak,Single Target
Doomscreech,A3,Shelter,ATK,2910,1.5,1.25,1.00,5456,25,Weak,AoE Enemy
Geargrinder,A1,Gears of Gore,HP,4177,1,1.3,1.00,5430,30,Weak,Single Target
Oathbound,A1,Shatter,ATK,3283,1.5,1.1,1.00,5417,10,Weak,Single Target
Kytis,A2,Spikes,ATK,3002,1.5,1.2,1.00,5404,20,Weak,Random Enemy
Brute,A1,Dirty Cuts,ATK,2998,1.5,1.2,1.00,5396,20,Weak,Random Enemy
Grappler,A1,Hoodoo,ATK,2988,1.5,1.2,1.00,5378,20,Weak,Random Enemy
Cagebreaker,A2,Crunch Frenzy,ATK,2980,1.5,1.2,1.00,5364,20,Weak,Random Enemy
Galek,A3,Cursed Blade,ATK,2899,1.5,1.2,1.00,5218,20,Weak,Random Enemy
Frostbringer,A2,Snow Flurry,ATK,2889,1.5,1.2,1.00,5200,20,Weak,Random Enemy
Crimson Slayer,A1,Bring Silence,ATK,2759,1.5,1.25,1.00,5173,25,Weak,Random Enemy
Ranger,A1,Pin,ATK,3108,1.5,1.1,1.00,5128,10,Weak,Single Target
Urticata,A3,Wretched Nexus,ATK,3393,1.5,1,1.00,5090,0,Weak,Random Enemy
Corpse Collector,A3,Noxious Escape,ATK,2787,1.5,1.2,1.00,5017,20,Weak,Random Enemy
Kael,A3,Disintegrate,ATK,2718,1.5,1.2,1.00,4892,20,Weak,Random Enemy
Tainix Hateflower,A1,Seeker Bolts,ATK,2833,1.5,1.15,1.00,4887,15,Weak,Random Enemy
Renegade,A2,Lash Out,ATK,2765,1.5,1.15,1.00,4770,15,Weak,Random Enemy
Incubus,A2,Demon Fangs,ATK,2492,1.5,1.25,1.00,4673,25,Weak,Random Enemy
Temptress,A2,Flying Daggers,ATK,2802,1.5,1.1,1.00,4623,10,Weak,Random Enemy
Oathbound,A3,Intimidate,ATK,3063,1.5,1,1.00,4595,0,Weak,Random Enemy
Templar,A2,Righteous Challenge,DEF,2706,1.6,1.05,1.00,4546,5,Weak,Random Enemy
Crimson Helm,A2,Vile Tongue,ATK,3010,1.5,1,1.00,4515,0,Weak,Random Enemy
Vigilante,A2,Branding Iron,ATK,2465,1.5,1.2,1.00,4437,20,Weak,Random Enemy
Steadfast Marshal,A1,Thunderous Whallop,HP,4428,1,1,1.00,4428,0,Weak,Single Target
Ghoulish Ranger,A3,Cryptfire,ATK,2667,1.5,1.1,1.00,4401,10,Weak,Random Enemy
Lamellar,A1,Sacred Flame,HP,3957,1,1.1,1.00,4353,10,Weak,Single Target
Frostbringer,A1,Cones of Cold,ATK,2626,1.5,1.1,1.00,4333,10,Weak,Random Enemy
Blind Seer,A1,Visions of Death,ATK,2468,1.5,1.15,1.00,4257,15,Weak,Random Enemy
Shirimani,A1,Bolts of Cold,ATK,2365,1.5,1.2,1.00,4257,20,Weak,Random Enemy
Alure,A1,Psychic Whip,ATK,2353,1.5,1.2,1.00,4235,20,Weak,Random Enemy
Vrask,A1,Whack,HP,3309,1,1.2,1.00,3971,20,Weak,Single Target
Apothecary,A1,Scatterbolt,ATK,1858,1.5,1.25,1.00,3484,25,Weak,Random Enemy
Flesh-Tearer,A1,Multiply Misery,ATK,2199,1.5,1.05,1.00,3463,5,Weak,Single Target
Ironclad,A1,Wallop,HP,3122,1,1.1,1.00,3434,10,Weak,Single Target
Grumbler,A1,Angry Mallet,HP,2845,1,1.2,1.00,3414,20,Weak,Single Target
